lat,long,ha,spring,summer,autumn,years_since_2012
52.78605,-120.18691666666666,792.0,0,1,0,1
52.5505,-119.89508333333333,16.6,0,1,0,1
52.463566666666665,-120.1801,5.7,0,1,0,1
52.620916666666666,-120.24248333333334,71.5,0,1,0,1
50.887683333333335,-121.40286666666667,16.0,1,0,0,1
50.7884,-120.96305,15.0,1,0,0,1
50.57553333333333,-120.44035,8.2,1,0,0,1
50.573566666666665,-121.28233333333333,1400.0,1,0,0,1
50.807833333333335,-120.99118333333334,10.0,1,0,0,1
50.584383333333335,-120.4457,30.0,1,0,0,1
51.183233333333334,-119.82378333333334,12.6,1,0,0,1
50.8147,-120.94526666666667,75.0,1,0,0,1
50.52011666666667,-120.91736666666667,15.6,0,1,0,1
50.71391666666667,-121.29861666666666,16.1,0,1,0,1
50.7531,-120.61753333333333,63.5,0,1,0,1
50.91961666666667,-120.17551666666667,68.7,0,1,0,1
50.87375,-118.42778333333334,18.0,0,1,0,1
50.222433333333335,-119.30436666666667,15.8,0,1,0,1
49.03861666666667,-119.42561666666667,60.0,1,0,0,1
49.298183333333334,-119.62595,69.0,0,1,0,1
49.073483333333336,-119.57823333333333,14.9,0,1,0,1
49.6345,-120.14316666666667,6.2,1,0,0,1
50.0995,-120.51358333333333,7.0,0,1,0,1
50.487716666666664,-121.29446666666666,26.0,0,1,0,1
49.52715,-120.48078333333333,10.0,1,0,0,1
50.598533333333336,-122.46106666666667,7.0,1,0,0,1
50.8653,-122.67648333333334,8.9,0,1,0,1
50.35075,-121.39306666666667,5.2,0,1,0,1
50.384116666666664,-121.6684,25.0,1,0,0,1
49.61278333333333,-115.64261666666667,6.8,1,0,0,1
49.26898333333333,-115.19256666666666,14.1,1,0,0,1
49.65991666666667,-115.69221666666667,125.0,1,0,0,1
49.200466666666664,-115.15805,12.6,0,1,0,1
50.50148333333333,-115.6117,15.5,1,0,0,1
50.650333333333336,-115.60741666666667,7.5,0,1,0,1
51.693333333333335,-118.53633333333333,16.6,0,1,0,1
51.177233333333334,-117.72143333333334,22.6,0,1,0,1
51.141216666666665,-117.80028333333334,6.8,0,1,0,1
52.21306666666667,-118.222,12.5,0,1,0,1
51.66178333333333,-116.93111666666667,6.9,0,1,0,1
51.685833333333335,-117.7071,17.0,0,0,1,1
49.62421666666667,-117.63295,64.4,0,1,0,1
50.7345,-117.57026666666667,5.0,0,1,0,1
50.9301,-117.51646666666667,6.0,0,1,0,1
49.99483333333333,-117.44925,35.0,0,1,0,1
50.38681666666667,-118.14181666666667,40.0,0,0,1,1
50.38731666666666,-118.185,32.0,0,0,1,1
50.950183333333335,-117.23266666666666,11.3,0,1,0,1
50.54605,-116.96591666666667,203.9,0,1,0,1
50.50528333333333,-117.37383333333334,36.0,0,1,0,1
50.192,-117.06883333333333,13.8,0,0,1,1
49.65456666666667,-117.17611666666667,7.6,0,0,1,1
53.802566666666664,-125.82605,7.6,1,0,0,1
54.09578333333333,-125.28735,5.6,1,0,0,1
54.31933333333333,-126.11383333333333,14.0,1,0,0,1
53.10843333333333,-126.39816666666667,7.1,0,1,0,1
54.42328333333333,-125.74358333333333,5.9,0,1,0,1
54.51038333333333,-125.42308333333334,6.0,0,1,0,1
53.27178333333333,-126.21731666666666,3700.0,0,1,0,1
53.84393333333333,-126.80406666666667,5.0,0,0,1,1
53.75378333333333,-126.87243333333333,7.2,0,0,1,1
54.10933333333333,-127.25366666666666,75.0,0,0,1,1
54.60498333333334,-126.82053333333333,14.7,1,0,0,1
55.34481666666667,-128.0362,10.0,0,1,0,1
56.19055,-127.97971666666666,103.0,0,1,0,1
55.3475,-128.8992,7.7,1,0,0,1
56.74535,-129.86521666666667,9.0,1,0,0,1
53.11031666666667,-127.54168333333334,170.0,0,1,0,1
57.4013,-130.92926666666668,3100.0,0,1,0,1
59.20033333333333,-133.974,111.0,0,1,0,1
49.602916666666665,-122.64658333333334,64.4,0,1,0,1
49.5966,-121.34478333333334,25.0,0,0,1,1
50.16936666666667,-122.4678,31.0,0,1,0,1
50.65128333333333,-124.7545,6.6,0,1,0,1
48.44703333333333,-124.13878333333334,8.0,0,0,1,1
49.40141666666667,-124.8046,80.0,0,0,1,1
48.81783333333333,-124.87248333333334,40.0,0,0,1,1
49.97723333333333,-126.07801666666667,33.2,0,0,1,1
50.01245,-126.0789,23.8,0,0,1,1
50.00675,-126.05223333333333,37.3,0,0,1,1
50.07333333333333,-126.00666666666666,30.4,0,0,1,1
50.34311666666667,-126.55408333333334,17.0,0,0,1,1
49.77495,-126.51928333333333,16.6,0,0,1,1
49.78098333333333,-126.51953333333333,13.4,0,0,1,1
50.1195,-126.02216666666666,5.0,0,0,1,1
52.2836,-126.93691666666666,178.0,0,1,0,1
51.768883333333335,-126.35918333333333,88.5,0,1,0,1
52.967166666666664,-121.0508,10.0,0,1,0,2
53.171733333333336,-120.918,28.9,0,1,0,2
52.83331666666667,-123.7095,9.0,0,1,0,2
52.71783333333333,-122.973,40.0,0,1,0,2
52.98235,-125.47826666666667,17.1,0,1,0,2
52.890033333333335,-125.0153,11.0,0,0,1,2
52.8407,-122.75036666666666,15.0,0,0,1,2
52.113,-121.997,14.9,1,0,0,2
52.264583333333334,-122.10736666666666,5.5,1,0,0,2
52.360033333333334,-122.34383333333334,122.0,0,1,0,2
51.5838,-122.30216666666666,15.4,0,1,0,2
51.19166666666667,-121.57566666666666,9.8,1,0,0,2
51.76365,-121.04853333333334,7.7,1,0,0,2
51.98936666666667,-123.14908333333334,8.5,1,0,0,2
52.14358333333333,-123.95111666666666,8.3,1,0,0,2
52.023466666666664,-123.18353333333333,84.0,1,0,0,2
52.10261666666667,-123.40425,14.5,1,0,0,2
51.42185,-124.06218333333334,8.0,1,0,0,2
52.03333333333333,-123.18636666666667,13.0,1,0,0,2
52.061033333333334,-123.22898333333333,9.0,1,0,0,2
52.086216666666665,-123.27501666666667,35.2,1,0,0,2
52.45771666666667,-125.28088333333334,16.5,1,0,0,2
51.881366666666665,-123.06621666666666,9.0,1,0,0,2
52.1352,-123.2673,5.8,0,1,0,2
52.694766666666666,-124.41708333333334,5.2,0,1,0,2
51.9605,-124.78343333333333,18.6,0,1,0,2
52.10115,-123.58508333333333,940.0,0,1,0,2
52.233,-124.57831666666667,44.5,0,1,0,2
52.72833333333333,-124.27665,609.0,0,1,0,2
52.03295,-123.18641666666667,6.0,0,1,0,2
51.43515,-124.06068333333333,12.0,0,0,1,2
52.31265,-125.17495,7.0,0,0,1,2
52.00015,-123.13186666666667,8.7,0,0,1,2
52.01031666666667,-123.16926666666667,6.4,0,0,1,2
52.12671666666667,-124.00473333333333,37.0,1,0,0,2
54.129666666666665,-122.92383333333333,5.0,1,0,0,2
54.28183333333333,-122.28201666666666,11.0,1,0,0,2
53.56048333333333,-121.44293333333333,10.8,0,1,0,2
54.603716666666664,-122.89098333333334,102.0,0,1,0,2
53.747733333333336,-122.48943333333334,12.0,0,1,0,2
53.41388333333333,-120.90185,20.0,0,1,0,2
53.37956666666667,-120.30245,50.0,0,1,0,2
52.718666666666664,-119.1535,10.0,0,1,0,2
53.92843333333333,-124.54753333333333,22.5,1,0,0,2
54.278816666666664,-124.83491666666667,28.0,1,0,0,2
53.14306666666667,-124.3816,21518.0,0,1,0,2
54.1675,-123.80931666666666,14.0,0,1,0,2
53.532133333333334,-124.01441666666666,104.0,0,1,0,2
54.22176666666667,-123.80813333333333,77.5,1,0,0,2
54.8785,-123.83336666666666,1648.0,0,1,0,2
55.19835,-124.3215,85.0,0,1,0,2
56.800666666666665,-125.71883333333334,33068.0,1,0,0,2
56.28595,-125.28775,61285.0,0,1,0,2
55.3436,-122.98843333333333,180.0,0,1,0,2
55.461333333333336,-123.09943333333334,185.0,0,1,0,2
56.12178333333333,-123.6473,2289.46,0,1,0,2
56.011783333333334,-123.51155,1386.46,0,1,0,2
56.29986666666667,-124.03868333333334,1688.34,0,1,0,2
56.14145,-125.08806666666666,1998.2,0,1,0,2
56.34315,-123.46071666666667,7979.49,0,1,0,2
56.50185,-125.23643333333334,71.7,0,1,0,2
55.297783333333335,-122.50935,1541.56,0,1,0,2
55.84226666666667,-121.66698333333333,5.5,1,0,0,2
56.1621,-122.57418333333334,17.0,0,1,0,2
54.577216666666665,-120.40796666666667,33547.0,0,1,0,2
55.81783333333333,-122.48966666666666,26280.8,0,1,0,2
56.162,-120.83316666666667,27.0,0,1,0,2
55.19003333333333,-122.01676666666667,5.0,0,1,0,2
54.524433333333334,-120.53048333333334,7.2,0,1,0,2
54.83846666666667,-120.00175,54.0,0,1,0,2
55.82136666666667,-120.86888333333333,5.0,0,1,0,2
55.179716666666664,-122.15611666666666,62.0,0,1,0,2
55.316116666666666,-122.29543333333334,10.0,0,1,0,2
55.40788333333333,-122.48681666666667,62.0,0,1,0,2
55.65773333333333,-122.59665,78.0,0,1,0,2
55.21825,-122.16443333333333,215.0,0,1,0,2
55.73505,-121.26518333333334,5.6,1,0,0,2
56.52628333333333,-122.07631666666667,35.5,1,0,0,2
56.525283333333334,-121.78875,285.0,1,0,0,2
56.214333333333336,-121.44883333333334,6.0,1,0,0,2
57.646316666666664,-120.6875,7.5,1,0,0,2
57.60628333333333,-120.78066666666666,12.0,1,0,0,2
58.095733333333335,-121.09266666666667,5.4,0,1,0,2
57.3105,-120.42748333333333,7932.0,0,1,0,2
57.442,-120.36245,10.5,0,1,0,2
56.34961666666667,-122.84266666666667,210.0,0,1,0,2
56.35366666666667,-121.22923333333334,10.9,0,1,0,2
56.64315,-121.11073333333333,17.0,0,1,0,2
56.5075,-123.0254,827.0,0,1,0,2
57.51788333333333,-121.8855,4057.0,0,1,0,2
58.340716666666665,-120.13886666666667,5.1,1,0,0,2
59.0292,-121.05508333333333,6.5,1,0,0,2
59.189166666666665,-121.97895,15.2,1,0,0,2
59.35778333333333,-121.15,13.0,0,1,0,2
59.35698333333333,-121.12735,6.8,0,1,0,2
59.20321666666667,-121.19635,1290.0,0,1,0,2
59.791666666666664,-121.85035,55.9,0,1,0,2
58.79333333333334,-120.94915,36.7,0,1,0,2
59.751333333333335,-120.28133333333334,16.9,0,1,0,2
59.3759,-121.43948333333333,37.4,0,1,0,2
59.50396666666666,-120.3898,312.3,0,1,0,2
52.375,-119.13333333333334,22.5,0,1,0,2
52.1878,-119.40781666666666,88.3,0,1,0,2
51.79861666666667,-120.29235,8.0,0,0,1,2
50.60061666666667,-119.89798333333333,5.8,1,0,0,2
50.7409,-120.76265,5.5,1,0,0,2
50.7134,-121.30961666666667,6.6,1,0,0,2
50.5764,-121.303,7.8,1,0,0,2
50.46973333333333,-120.32986666666666,15.6,1,0,0,2
50.78361666666667,-121.12258333333334,10.6,1,0,0,2
50.974983333333334,-119.9691,8.0,0,1,0,2
50.77505,-120.8948,85.0,1,0,0,2
50.53508333333333,-118.49593333333334,114.0,0,1,0,2
49.96856666666667,-118.4124,15.4,0,1,0,2
49.22091666666667,-119.81503333333333,10.0,1,0,0,2
49.10231666666667,-119.47706666666667,80.0,1,0,0,2
49.14243333333334,-119.7484,80.0,1,0,0,2
49.07726666666667,-119.55795,9.4,0,1,0,2
49.31421666666667,-119.6568,20.0,0,1,0,2
49.068866666666665,-119.55966666666667,15.0,0,1,0,2
49.035666666666664,-120.42483333333334,15.0,0,1,0,2
49.11005,-119.6023,8.2,0,1,0,2
49.41891666666667,-119.82091666666666,345.0,0,1,0,2
49.85138333333333,-119.58651666666667,7.5,0,1,0,2
49.38916666666667,-120.01256666666667,101.0,0,1,0,2
49.857483333333334,-119.6554,345.0,0,1,0,2
49.51473333333333,-119.55193333333334,5.0,0,1,0,2
49.316316666666665,-119.6999,6.71,0,1,0,2
49.809583333333336,-119.7173,40.0,0,1,0,2
49.46491666666667,-119.72236666666667,21.0,0,1,0,2
49.65656666666667,-119.30593333333333,5.3,0,1,0,2
49.11906666666667,-119.48695,19.1,0,1,0,2
49.460883333333335,-119.72778333333333,16.0,0,1,0,2
49.87213333333333,-119.21546666666667,6.2,0,1,0,2
50.271433333333334,-121.11665,5.0,1,0,0,2
49.7936,-121.02956666666667,5.0,0,1,0,2
49.75935,-121.06268333333334,400.0,0,1,0,2
49.64545,-120.42268333333334,375.0,0,1,0,2
50.219033333333336,-120.1845,34.0,0,1,0,2
50.3108,-120.35388333333333,5.0,0,1,0,2
49.52263333333333,-120.48275,182.0,0,1,0,2
50.009683333333335,-120.88658333333333,100.0,0,0,0,2
50.19793333333333,-121.06866666666667,7.0,1,0,0,2
50.78808333333333,-121.97721666666666,17.2,1,0,0,2
50.26963333333333,-121.56076666666667,1389.0,0,1,0,2
50.02766666666667,-121.57176666666666,5.0,0,1,0,2
50.64438333333333,-121.9583,5.0,0,1,0,2
50.38575,-121.81113333333333,15.0,0,1,0,2
50.274233333333335,-121.61913333333334,13.7,0,0,1,2
50.25966666666667,-121.59775,8.0,0,0,0,2
49.16166666666667,-115.10703333333333,18.3,1,0,0,2
49.298033333333336,-115.20366666666666,12.6,0,1,0,2
49.5502,-116.34963333333333,23.0,0,1,0,2
49.70066666666666,-115.4505,676.0,0,1,0,2
49.779583333333335,-116.14845,6.6,0,1,0,2
49.73285,-115.79765,11.0,0,0,0,2
49.6399,-115.75725,18.8,0,0,0,2
50.13365,-116.05203333333333,8.3,0,1,0,2
51.01201666666667,-116.91665,708.0,0,1,0,2
50.17296666666667,-115.67558333333334,1976.0,0,1,0,2
50.178916666666666,-115.15363333333333,728.0,0,1,0,2
50.555,-115.62328333333333,240.0,0,1,0,2
50.17503333333333,-115.42061666666666,1222.0,0,1,0,2
50.0886,-115.57845,117.0,0,1,0,2
50.1109,-115.08116666666666,232.0,0,1,0,2
51.8338,-117.80896666666666,40.3,0,1,0,2
